,epoch,value_MicromacroGD
0,0,1.088632583618164
1,1,2.2175066471099854
2,2,2.539731025695801
3,3,2.715057611465454
4,4,2.680764675140381
5,5,2.5990164279937744
6,6,2.4980947971343994
7,7,2.425746202468872
8,8,2.3694639205932617
9,9,2.324401378631592
10,10,2.3065667152404785
11,11,2.307204008102417
12,12,2.319889545440674
13,13,2.339153289794922
14,14,2.3662362098693848
15,15,2.3921566009521484
16,16,2.4242348670959473
17,17,2.455352306365967
18,18,2.485783338546753
19,19,2.51460862159729
20,20,2.548488140106201
21,21,2.5825767517089844
22,22,2.6135218143463135
23,23,2.6476049423217773
24,24,2.679828405380249
25,25,2.7133262157440186
26,26,2.739826202392578
27,27,2.7679941654205322
28,28,2.796403169631958
29,29,2.818413257598877
30,30,2.8363587856292725
31,31,2.8611271381378174
32,32,2.8787269592285156
33,33,2.8962337970733643
34,34,2.909022331237793
35,35,2.9270713329315186
36,36,2.9417920112609863
37,37,2.9530246257781982
38,38,2.9618632793426514
39,39,2.970329999923706
40,40,2.9781060218811035
41,41,2.9839327335357666
42,42,2.9925215244293213
43,43,2.997591018676758
44,44,3.003668785095215
45,45,3.0054402351379395
46,46,3.011199951171875
47,47,3.0173707008361816
48,48,3.0201456546783447
49,49,3.0221023559570312
50,50,3.022505283355713
51,51,3.024019956588745
52,52,3.0235776901245117
53,53,3.025984764099121
54,54,3.024012804031372
55,55,3.0257515907287598
56,56,3.027498722076416
57,57,3.0280258655548096
58,58,3.026521682739258
59,59,3.0263428688049316
60,60,3.028224229812622
61,61,3.0263609886169434
62,62,3.024670124053955
63,63,3.022475242614746
64,64,3.0215933322906494
65,65,3.0226223468780518
66,66,3.0207359790802
67,67,3.0171568393707275
68,68,3.0153398513793945
69,69,3.0136609077453613
70,70,3.014981269836426
71,71,3.0138697624206543
72,72,3.0161874294281006
73,73,3.015869379043579
74,74,3.0146965980529785
75,75,3.0114920139312744
76,76,3.0112802982330322
77,77,3.01281476020813
78,78,3.0116517543792725
79,79,3.0101866722106934
80,80,3.00848126411438
81,81,3.007016897201538
82,82,3.0055694580078125
83,83,3.0049827098846436
84,84,3.0047974586486816
85,85,3.005115270614624
86,86,3.0049049854278564
87,87,3.0044760704040527
88,88,3.0035338401794434
89,89,3.0025992393493652
90,90,3.000173330307007
91,91,2.9999921321868896
92,92,2.998004198074341
93,93,2.997533082962036
94,94,2.998250961303711
95,95,2.99895977973938
96,96,2.999223232269287
97,97,2.9994850158691406
98,98,3.000213146209717
99,99,2.9994919300079346
100,100,3.228461980819702
101,101,3.1596570014953613
102,102,3.316453456878662
103,103,3.3264644145965576
104,104,3.322448253631592
105,105,3.3651304244995117
106,106,3.305633544921875
107,107,3.328308582305908
108,108,3.3420636653900146
109,109,3.2897346019744873
110,110,3.3532233238220215
111,111,3.3382866382598877
112,112,3.3221514225006104
113,113,3.3416881561279297
114,114,3.3398492336273193
115,115,3.3872764110565186
116,116,3.442216396331787
117,117,3.517909288406372
118,118,3.50179123878479
119,119,3.6001992225646973
120,120,3.608757257461548
121,121,3.6449389457702637
122,122,3.7096354961395264
123,123,3.656477689743042
124,124,3.7455015182495117
125,125,3.731113910675049
126,126,3.6667444705963135
127,127,3.74920916557312
128,128,3.7190897464752197
129,129,3.7639756202697754
130,130,3.6665589809417725
131,131,3.698514699935913
132,132,3.6657521724700928
133,133,3.7161710262298584
134,134,3.7484967708587646
135,135,3.694767951965332
136,136,3.7627358436584473
137,137,3.7178826332092285
138,138,3.760768175125122
139,139,3.7620577812194824
140,140,3.7111620903015137
141,141,3.8003523349761963
142,142,3.7536327838897705
143,143,3.6784651279449463
144,144,3.6878435611724854
145,145,3.6568260192871094
146,146,3.6419155597686768
147,147,3.618170976638794
148,148,3.6644163131713867
149,149,3.5232436656951904
150,150,3.7296319007873535
151,151,3.601592540740967
152,152,3.696913242340088
153,153,3.497908592224121
154,154,3.693317174911499
155,155,3.619277238845825
156,156,3.59970760345459
157,157,3.5408811569213867
158,158,3.666116237640381
159,159,3.5134451389312744
160,160,3.6255440711975098
161,161,3.5632779598236084
162,162,3.630347967147827
163,163,3.560394763946533
164,164,3.6460273265838623
165,165,3.55873966217041
166,166,3.66778302192688
167,167,3.524763584136963
168,168,3.704479694366455
169,169,3.569838285446167
170,170,3.6468570232391357
171,171,3.5995068550109863
172,172,3.6458163261413574
173,173,3.542187452316284
174,174,3.6752099990844727
175,175,3.547743558883667
176,176,3.665501832962036
177,177,3.5452170372009277
