,epoch,value_MicromacroGD
0,0,1.0849735736846924
1,1,1.981632947921753
2,2,2.383690357208252
3,3,2.533933162689209
4,4,2.5996720790863037
5,5,2.625044584274292
6,6,2.624183416366577
7,7,2.60722279548645
8,8,2.5903007984161377
9,9,2.575366497039795
10,10,2.5766358375549316
11,11,2.5927958488464355
12,12,2.625361204147339
13,13,2.652832269668579
14,14,2.6843607425689697
15,15,2.7106447219848633
16,16,2.7406253814697266
17,17,2.764803886413574
18,18,2.78493332862854
19,19,2.808354377746582
20,20,2.827631711959839
21,21,2.840254306793213
22,22,2.8567068576812744
23,23,2.870701551437378
24,24,2.8808000087738037
25,25,2.8884925842285156
26,26,2.8979010581970215
27,27,2.9062280654907227
28,28,2.9173219203948975
29,29,2.919712543487549
30,30,2.9231672286987305
31,31,2.930521249771118
32,32,2.9347658157348633
33,33,2.939393997192383
34,34,2.943321466445923
35,35,2.94791841506958
36,36,2.9500932693481445
37,37,2.9558334350585938
38,38,2.955899953842163
39,39,2.9575436115264893
40,40,2.955601215362549
41,41,2.9560914039611816
42,42,2.9555158615112305
43,43,2.955639123916626
44,44,2.9583675861358643
45,45,2.960019111633301
46,46,2.9599599838256836
47,47,2.9619040489196777
48,48,2.961466073989868
49,49,2.963747501373291
50,50,2.962257146835327
51,51,2.9567387104034424
52,52,2.9552993774414062
53,53,2.955526828765869
54,54,2.952920913696289
55,55,2.9477896690368652
56,56,2.9464221000671387
57,57,2.947505235671997
58,58,2.950040102005005
59,59,2.9522950649261475
60,60,2.9560370445251465
61,61,2.961129903793335
62,62,2.9666569232940674
63,63,2.9708163738250732
64,64,2.9774210453033447
65,65,2.9838671684265137
66,66,2.989185094833374
67,67,2.9925010204315186
68,68,2.994304895401001
69,69,2.9938015937805176
70,70,2.992719888687134
71,71,2.990750312805176
72,72,2.989047050476074
73,73,2.98622989654541
74,74,2.9849424362182617
75,75,2.983820915222168
76,76,2.9817230701446533
77,77,2.9786252975463867
78,78,2.9765803813934326
79,79,2.973067045211792
80,80,2.9716603755950928
81,81,2.970832347869873
82,82,2.9695444107055664
83,83,2.9686052799224854
84,84,2.9658093452453613
85,85,2.963413953781128
86,86,2.962012767791748
