,epoch,value_MicromacroGD
0,0,1.533132791519165
1,1,2.4763379096984863
2,2,2.5315353870391846
3,3,2.4070091247558594
4,4,2.2396156787872314
5,5,2.0144450664520264
6,6,1.7853577136993408
7,7,1.600338101387024
8,8,1.4897040128707886
9,9,1.4522689580917358
10,10,1.4814233779907227
11,11,1.5358103513717651
12,12,1.6017509698867798
13,13,1.6654980182647705
14,14,1.7283847332000732
15,15,1.7838811874389648
16,16,1.8376661539077759
17,17,1.886500358581543
18,18,1.931212306022644
19,19,1.9675761461257935
20,20,1.9999639987945557
21,21,2.0248000621795654
22,22,2.0455431938171387
23,23,2.0639827251434326
24,24,2.0730295181274414
25,25,2.0860164165496826
26,26,2.096261978149414
27,27,2.1071243286132812
28,28,2.115053176879883
29,29,2.1245815753936768
30,30,2.134690999984741
31,31,2.1391782760620117
32,32,2.1466524600982666
33,33,2.1554148197174072
34,34,2.1647326946258545
35,35,2.173140048980713
36,36,2.1866416931152344
37,37,2.2026617527008057
38,38,2.214319944381714
39,39,2.2321982383728027
40,40,2.2493863105773926
41,41,2.272151470184326
42,42,2.2955048084259033
43,43,2.320930004119873
44,44,2.345693349838257
45,45,2.366698980331421
46,46,2.382310390472412
47,47,2.407014846801758
48,48,2.4347898960113525
49,49,2.45902419090271
50,50,2.4769883155822754
51,51,2.4930272102355957
52,52,2.5106120109558105
53,53,2.5245213508605957
54,54,2.5410587787628174
55,55,2.556185245513916
56,56,2.5690412521362305
57,57,2.5811479091644287
58,58,2.5897154808044434
59,59,2.6003365516662598
60,60,2.610419273376465
61,61,2.6192519664764404
62,62,2.631692886352539
63,63,2.643218994140625
64,64,2.654214382171631
65,65,2.662473440170288
66,66,2.671254873275757
67,67,2.6824636459350586
68,68,2.6934587955474854
69,69,2.7039527893066406
70,70,2.7126924991607666
71,71,2.7221577167510986
72,72,2.730863571166992
73,73,2.7366440296173096
74,74,2.741673707962036
75,75,2.745962142944336
76,76,2.747004270553589
77,77,2.7473087310791016
78,78,2.7473485469818115
79,79,2.747843027114868
80,80,2.747364044189453
81,81,2.7491464614868164
82,82,2.7493112087249756
83,83,2.7486178874969482
84,84,2.7469260692596436
85,85,2.7469561100006104
86,86,2.7484781742095947
87,87,2.7502593994140625
88,88,2.751265048980713
89,89,2.7507734298706055
90,90,2.7502944469451904
91,91,2.7495596408843994
92,92,2.7475781440734863
93,93,2.742856979370117
94,94,2.740138292312622
95,95,2.738186836242676
96,96,2.7354788780212402
97,97,2.7322566509246826
98,98,2.7285261154174805
99,99,2.725043773651123
100,100,3.063781499862671
101,101,3.2935972213745117
102,102,3.500908851623535
103,103,3.716054677963257
104,104,3.9353647232055664
105,105,4.176209449768066
106,106,4.4332966804504395
107,107,4.708464622497559
108,108,4.861421585083008
109,109,5.111423492431641
110,110,5.13101863861084
111,111,5.127429962158203
112,112,5.1759161949157715
113,113,5.165106296539307
114,114,5.214087963104248
115,115,5.160419940948486
116,116,5.236565589904785
117,117,5.1667866706848145
118,118,5.218570232391357
119,119,5.22019100189209
120,120,5.220682144165039
121,121,5.241412162780762
122,122,5.211723327636719
123,123,5.223167419433594
124,124,5.222869396209717
125,125,5.238286018371582
126,126,5.2012152671813965
127,127,5.241215705871582
128,128,5.226713180541992
129,129,5.24719762802124
130,130,5.200704574584961
131,131,5.237082004547119
132,132,5.241283416748047
133,133,5.243395805358887
134,134,5.2341132164001465
135,135,5.252292633056641
136,136,5.179327964782715
137,137,5.2022929191589355
138,138,5.2183451652526855
139,139,5.2154765129089355
140,140,5.234525680541992
141,141,5.194703578948975
142,142,5.219897747039795
143,143,5.234490871429443
144,144,5.222115516662598
145,145,5.253811359405518
146,146,5.207132339477539
147,147,5.228421688079834
148,148,5.232388973236084
149,149,5.247064590454102
150,150,5.208239555358887
151,151,5.236266136169434
152,152,5.25063943862915
153,153,5.210029125213623
154,154,5.228170394897461
155,155,5.251396656036377
156,156,5.2175092697143555
157,157,5.24135160446167
158,158,5.242812156677246
159,159,5.238354206085205
160,160,5.25311279296875
161,161,5.210811614990234
162,162,5.243463039398193
163,163,5.240666389465332
164,164,5.247604846954346
165,165,5.228517055511475
166,166,5.258991241455078
167,167,5.189332485198975
168,168,5.211058616638184
169,169,5.23049783706665
170,170,5.244942665100098
171,171,5.236137390136719
172,172,5.25627326965332
173,173,5.20605993270874
174,174,5.23363733291626
175,175,5.258668422698975
176,176,5.202749252319336
177,177,5.2243804931640625
178,178,5.257918834686279
179,179,5.2299323081970215
180,180,5.253294467926025
181,181,5.238940238952637
182,182,5.257652759552002
183,183,5.210202217102051
184,184,5.225889682769775
185,185,5.244775772094727
186,186,5.2415289878845215
187,187,5.251368045806885
188,188,5.2440996170043945
189,189,5.257349014282227
190,190,5.211476802825928
191,191,5.229375839233398
192,192,5.2521562576293945
193,193,5.2366766929626465
