,epoch,value_MicromacroGD
0,0,1.0849735736846924
1,1,2.0311896800994873
2,2,2.4437203407287598
3,3,2.6026179790496826
4,4,2.642045736312866
5,5,2.621190309524536
6,6,2.5788686275482178
7,7,2.53590726852417
8,8,2.5152158737182617
9,9,2.5244336128234863
10,10,2.5402796268463135
11,11,2.5639543533325195
12,12,2.5875730514526367
13,13,2.614563465118408
14,14,2.6435580253601074
15,15,2.662389039993286
16,16,2.6870503425598145
17,17,2.718518018722534
18,18,2.744877815246582
19,19,2.773143768310547
20,20,2.8004860877990723
21,21,2.825716733932495
22,22,2.8512537479400635
23,23,2.8652589321136475
24,24,2.891148328781128
25,25,2.9099740982055664
26,26,2.926931858062744
27,27,2.945915460586548
28,28,2.9629220962524414
29,29,2.976850986480713
30,30,2.9871654510498047
31,31,2.996818780899048
32,32,3.0044214725494385
33,33,3.0133159160614014
34,34,3.020496368408203
35,35,3.0275347232818604
36,36,3.036832809448242
37,37,3.0461549758911133
38,38,3.054561138153076
39,39,3.0612616539001465
40,40,3.0638515949249268
41,41,3.0690159797668457
42,42,3.069143772125244
43,43,3.0723748207092285
44,44,3.072742223739624
45,45,3.0688459873199463
46,46,3.061469078063965
47,47,3.050692081451416
48,48,3.0472683906555176
49,49,3.0460100173950195
50,50,3.039926528930664
51,51,3.0341885089874268
52,52,3.028773784637451
53,53,3.0237674713134766
54,54,3.0181736946105957
55,55,3.0163209438323975
56,56,3.0135891437530518
57,57,3.0119521617889404
58,58,3.011573314666748
59,59,3.008835554122925
60,60,3.0088484287261963
61,61,3.010558605194092
62,62,3.0112831592559814
63,63,3.011579990386963
64,64,3.0124878883361816
65,65,3.011829137802124
66,66,3.0118327140808105
67,67,3.011422634124756
68,68,3.0120935440063477
69,69,3.0113911628723145
70,70,3.0116429328918457
71,71,3.0116097927093506
72,72,3.0116379261016846
73,73,3.0126445293426514
74,74,3.012603759765625
75,75,3.011125087738037
76,76,3.010369300842285
77,77,3.010587453842163
78,78,3.0086073875427246
79,79,3.0082414150238037
80,80,3.0078649520874023
81,81,3.00892972946167
82,82,3.0093002319335938
83,83,3.0102691650390625
84,84,3.0125627517700195
85,85,3.0163214206695557
86,86,3.01759672164917
87,87,3.0194666385650635
88,88,3.022023916244507
89,89,3.0223052501678467
90,90,3.025247097015381
91,91,3.027036666870117
92,92,3.026716709136963
93,93,3.026448965072632
94,94,3.0274720191955566
95,95,3.0275022983551025
96,96,3.0280990600585938
97,97,3.0293445587158203
98,98,3.0323026180267334
99,99,3.032867908477783
100,100,3.2661967277526855
101,101,3.1177384853363037
102,102,3.122220277786255
103,103,3.252028465270996
104,104,3.0969178676605225
105,105,3.1997151374816895
106,106,3.0902674198150635
107,107,3.1716034412384033
108,108,3.14605450630188
109,109,3.206768751144409
110,110,3.230274200439453
111,111,3.128570318222046
112,112,3.2354068756103516
113,113,3.166950225830078
114,114,3.1763792037963867
115,115,3.0799264907836914
116,116,3.2088823318481445
117,117,3.1376359462738037
118,118,3.1424312591552734
119,119,3.1640920639038086
120,120,3.1591360569000244
121,121,3.1165831089019775
122,122,3.130545139312744
123,123,3.1652719974517822
124,124,3.107621431350708
125,125,3.208528518676758
126,126,3.2023515701293945
127,127,3.189204216003418
128,128,3.203293561935425
129,129,3.179426431655884
130,130,3.2554266452789307
131,131,3.119178533554077
132,132,3.1807408332824707
133,133,3.171403169631958
134,134,3.2230217456817627
135,135,3.1293749809265137
136,136,3.178581953048706
137,137,3.0988526344299316
138,138,3.156881093978882
139,139,3.13991117477417
140,140,3.123035192489624
141,141,3.1446642875671387
142,142,3.1580429077148438
143,143,3.133432388305664
144,144,3.1564347743988037
145,145,3.131035566329956
146,146,3.190641403198242
147,147,3.0620968341827393
148,148,3.222700357437134
149,149,3.094644546508789
150,150,3.1335787773132324
151,151,3.1459293365478516
152,152,3.1357293128967285
153,153,3.158087730407715
154,154,3.155881881713867
155,155,3.1478347778320312
156,156,3.130951404571533
157,157,3.156817674636841
158,158,3.1223373413085938
159,159,3.1491029262542725
160,160,3.1253292560577393
161,161,3.1781277656555176
162,162,3.13895583152771
163,163,3.178269863128662
164,164,3.1410510540008545
165,165,3.173170328140259
166,166,3.160399913787842
167,167,3.174933910369873
168,168,3.1383907794952393
169,169,3.1815390586853027
170,170,3.1372950077056885
171,171,3.165830135345459
172,172,3.160142183303833
173,173,3.1661033630371094
174,174,3.166750192642212
175,175,3.1731982231140137
176,176,3.1496429443359375
177,177,3.1655592918395996
178,178,3.147580862045288
179,179,3.1776914596557617
180,180,3.142622709274292
181,181,3.1731185913085938
182,182,3.149747610092163
183,183,3.179539442062378
184,184,3.139681816101074
185,185,3.1917715072631836
186,186,3.152874231338501
187,187,3.172670602798462
188,188,3.1266534328460693
189,189,3.1706438064575195
190,190,3.167263984680176
191,191,3.1544928550720215
192,192,3.182971715927124
193,193,3.1399147510528564
194,194,3.1705479621887207
195,195,3.1707608699798584
196,196,3.156304121017456
197,197,3.165592670440674
198,198,3.1551709175109863
199,199,3.188159227371216
200,200,3.127851724624634
201,201,3.1794424057006836
202,202,3.1566479206085205
203,203,3.158820152282715
204,204,3.1528189182281494
205,205,3.1831862926483154
206,206,3.1582443714141846
207,207,3.1668622493743896
208,208,3.157841205596924
209,209,3.1783430576324463
210,210,3.125091075897217
211,211,3.194542169570923
212,212,3.1742656230926514
213,213,3.1646060943603516
214,214,3.163198471069336
215,215,3.15869140625
216,216,3.1685268878936768
217,217,3.1592681407928467
218,218,3.1760904788970947
219,219,3.147249937057495
220,220,3.17934513092041
221,221,3.1598048210144043
222,222,3.176961660385132
223,223,3.1485259532928467
224,224,3.1732242107391357
225,225,3.1536877155303955
226,226,3.1837265491485596
227,227,3.1361560821533203
228,228,3.1818838119506836
229,229,3.168356418609619
230,230,3.1675796508789062
231,231,3.1645026206970215
232,232,3.171454906463623
233,233,3.156193256378174
234,234,3.1875417232513428
235,235,3.1453652381896973
236,236,3.179659605026245
237,237,3.1622490882873535
238,238,3.166093587875366
239,239,3.164247751235962
240,240,3.1788859367370605
241,241,3.1552999019622803
242,242,3.1705148220062256
243,243,3.1514456272125244
244,244,3.166703701019287
245,245,3.1596736907958984
246,246,3.1779088973999023
247,247,3.158001184463501
248,248,3.177682399749756
249,249,3.1517457962036133
250,250,3.185797691345215
251,251,3.1585450172424316
252,252,3.171665906906128
253,253,3.160065174102783
254,254,3.1684062480926514
255,255,3.1481916904449463
256,256,3.1964504718780518
257,257,3.118155002593994
258,258,3.2051455974578857
259,259,3.184682846069336
260,260,3.1535022258758545
261,261,3.1674296855926514
262,262,3.169332981109619
263,263,3.15980863571167
264,264,3.1625804901123047
265,265,3.155118227005005
266,266,3.1818506717681885
267,267,3.140695333480835
268,268,3.1667747497558594
269,269,3.1460158824920654
270,270,3.1812407970428467
271,271,3.1726555824279785
272,272,3.1540918350219727
273,273,3.1733245849609375
274,274,3.15002179145813
275,275,3.178123712539673
276,276,3.141845941543579
277,277,3.1832950115203857
278,278,3.159576654434204
279,279,3.1755428314208984
280,280,3.1470530033111572
281,281,3.166317939758301
282,282,3.1723225116729736
283,283,3.1482784748077393
284,284,3.1737332344055176
285,285,3.1428730487823486
286,286,3.193188190460205
287,287,3.1512386798858643
288,288,3.174844741821289
289,289,3.1563267707824707
290,290,3.1744601726531982
291,291,3.1563873291015625
292,292,3.166217088699341
293,293,3.1560373306274414
294,294,3.177346706390381
295,295,3.139991521835327
296,296,3.184314727783203
297,297,3.1631088256835938
298,298,3.1670877933502197
299,299,3.1766881942749023
